(title "Total Pressure")
(labels "Position" "Total Pressure")

((xy/key/label "lower_wall")
0.147083	10774.5
0.137278	10722.7
0.127472	10668.7
0.117667	10615.1
0.107861	10560
0.0980556	10496
0.08825	10416
0.0784444	10317.5
0.0686389	10190.4
0.0588333	10023.8
0.0490278	9791.99
0.0392222	9415.68
0.0294167	8808.31
0.0196111	7857.38
0.00980556	6531.92
0	5294.06
-0.01	5260.84
-0.02	5598.88
-0.03	5493.41
-0.04	5525.18
-0.05	5546.93
-0.06	5567.11
-0.07	5589.16
-0.08	5611.27
-0.09	5634.02
-0.1	5657.52
-0.11	5682.03
-0.12	5707.8
-0.13	5735.04
-0.14	5763.85
-0.15	5794.22
-0.16	5826.28
-0.17	5860.29
-0.18	5896.53
-0.19	5935.25
-0.2	5976.59
-0.21	6020.64
-0.22	6067.33
-0.23	6116.67
-0.24	6169.48
-0.25	6226.34
-0.26	6287.55
-0.27	6353.78
-0.28	6425.48
-0.29	6502.77
-0.3	6586.08
-0.31	6675.18
-0.32	6766.48
-0.33	6849.95
-0.34	6904.55
-0.35	6897.13
-0.36	6801.45
-0.37	6700.64
-0.38	6879.07
-0.39	7672.85
-0.4	9214.94
-0.41	11412.8
-0.42	14968.7
-0.43	22383.7
-0.44	39423
-0.45	51361.3
1	23934.7
0.99	21647.1
0.98	19424.1
0.97	19493.3
0.96	19413
0.95	19188.3
0.94	18864.9
0.93	18454.9
0.92	17974.4
0.91	17444.5
0.9	16862.7
0.89	16255.6
0.88	15643.1
0.87	15033.3
0.86	14427.9
0.85	13817.1
0.84	13199.8
0.83	12563.7
0.82	11910.7
0.81	11258.7
0.8	10598.4
0.79	9951.07
0.78	9352.06
0.77	8783.58
0.76	8262.45
0.75	7370.43
0.74	6225.18
0.73	9876.18
0.72	15601.7
0.71059	17871
0.70118	18780.2
0.691769	18973.9
0.682359	18928
0.672949	18929
0.663538	18939
0.654128	18950.8
0.644718	18962.3
0.635308	18969
0.625897	18965.2
0.616487	18946.7
0.607077	18915.6
0.597667	18875.7
0.588256	18832.8
0.578846	18794.9
0.569436	18765.9
0.560026	18737.5
0.550615	18705.1
0.541205	18666.7
0.531795	18618.6
0.522385	18561.2
0.512974	18495.9
0.503564	18426.5
0.494154	18350.4
0.484744	18261.8
0.475333	18152.2
0.465923	18015.3
0.456513	17849.6
0.447103	17660.3
0.437692	17451
0.428282	17206.8
0.418872	16896.2
0.409462	16508.3
0.400051	16054.4
0.390641	15480.7
0.381231	14621.7
0.371821	13383.7
0.36241	11983.7
0.353	9934.18
0.343194	9889.56
0.333389	10892.6
0.323583	10623.2
0.313778	10652.5
0.303972	10669.1
0.294167	10692.4
0.284361	10720.7
0.274556	10743.9
0.26475	10755.9
0.254944	10759.9
0.245139	10756
0.235333	10744.5
0.225528	10735.9
0.215722	10741.5
0.205917	10754.3
0.196111	10776
0.186306	10806.8
0.1765	10827.1
0.166694	10825
0.156889	10808
0.147083	10774.5
)
