0.0900191	58003.1
0.0971033	58620.3
0.104083	59273.7
0.110937	59870.2
0.117671	60542.9
0.124269	61239.2
0.130722	61990.8
0.137028	62927.1
0.143161	64113.3
0.149126	65372.3
0.154981	66279.3
0.16073	66962.4
0.166374	67551.7
0.171891	67986.2
0.177279	68264.6
0.182527	68557.5
0.187635	68868.3
0.192573	69043.7
0.197335	69212.4
0.201915	69353.5
0.206285	69392.9
0.210434	69467.6
0.214347	69590.5
0.21799	69709.3
0.221345	69912.6
0.224388	70288.3
0.22712	70752.2
0.229535	71217.4
0.231629	71720.2
0.233396	72292.9
0.234832	72916.2
0.235935	73555.5
0.236703	74227.1
0.237134	75078.3
0.237239	75956
0.237095	76610.3
0.236711	77097.3
0.236075	77482.3
0.235177	77814.7
0.234002	78124.2
0.232538	78432.6
0.230773	78760.8
0.228692	79126.5
0.226286	79588.8
0.223538	80299
0.220468	81057.7
0.217176	81622.3
0.213662	82091.8
0.20992	82530
0.205952	82929.2
0.201757	83303.1
0.197326	83694.6
0.19267	84079.3
0.187788	84458.8
0.182672	84851.9
0.177335	85253.6
0.17177	85673.9
0.165991	86102
0.159995	86547.8
0.153787	86996.5
0.147361	87467.7
0.140739	88034.3
0.133912	88640.3
0.126999	89155.4
0.119921	89570.9
0.112743	89916.4
0.105427	90218
0.097982	90502
0.090389	90779.1
0.082632	91065
0.0746839	91365.2
0.0665198	91708.4
0.0581074	92120.9
0.0494204	92629
0.0404208	93279.1
0.031083	94154.1
0.0214088	95357.5
0.0114761	96906.9
0.00153147	98485.2
-0.00795469	99578.9
-0.0165073	99886.1
-0.0240293	99391.9
-0.0301186	98363.9
-0.0344493	97216.3
-0.0369732	96420.6
-0.0381541	96125.8
-0.0384919	96071.4
-0.0382541	96104.4
-0.0375959	96231.8
-0.0366829	96403.4
-0.0357869	96522.1
-0.0349314	96581.8
-0.0341195	96625.1
-0.0333549	96660
-0.0326415	96694.4
-0.0319833	96730.3
-0.0313866	96768.3
-0.0308586	96811.6
-0.0304071	96857.9
-0.0300454	96906.4
-0.0298064	96951.1
-0.0296985	96986.4
-0.0297263	97018
-0.0298945	97047.1
-0.030208	97074.4
-0.030672	97098.6
-0.0312925	97120
-0.032075	97137.6
-0.0330234	97153.1
-0.034143	97170.3
-0.0354405	97185
-0.0369215	97194.6
-0.0385921	97200.8
-0.0404581	97203
-0.0425259	97200.4
-0.0448055	97190.9
-0.0472936	97177.3
-0.0500012	97158.1
-0.0529448	97122
-0.0561166	97069.1
-0.0595038	97005.5
-0.0630913	96933.9
-0.0668712	96854.9
-0.0708335	96769.4
-0.0749565	96678.7
-0.0792414	96582.5
-0.0836752	96481.5
-0.0882456	96376.6
-0.0929585	96265.9
-0.0977891	96153.1
-0.102739	96038.4
-0.10781	95915.3
-0.112978	95794.8
-0.118249	95680.4
-0.124507	95528.5
-0.129992	95405.4
-0.13556	95291.6
-0.14122	95168.3
-0.146976	95043.6
-0.152832	94919
-0.158779	94790.7
-0.164812	94653.1
-0.170938	94513.4
-0.177157	94366.5
-0.18347	94216.5
-0.18347	94216.5
-0.189877	94063.2
-0.196376	93904.8
-0.202974	93742.7
-0.209653	93571.9
-0.216432	93398.8
-0.223146	93221.3
-0.230122	93008.8
-0.237191	92760.8
-0.244349	92494.1
-0.251594	92215.9
-0.258906	91922.4
-0.266304	91611.8
-0.273752	91292.9
-0.281275	90959.5
-0.288845	90611
-0.296468	90255.1
-0.304138	89888.2
-0.311854	89507.4
-0.319614	89110.7
-0.327417	88698.3
-0.335269	88267.6
-0.343149	87818.8
-0.351067	87363.8
-0.359009	86913.9
-0.366977	86461.3
-0.37497	86001.5
-0.382994	85533.8
-0.391052	85057.4
-0.399132	84571.9
-0.407238	84075.7
-0.415363	83568.7
-0.423515	83050.1
-0.431694	82519.5
-0.439917	81972.5
-0.448144	81415.2
-0.456399	80843.5
-0.464676	80251.7
-0.472996	79632.8
-0.481322	78989.4
-0.48967	78341.5
-0.498031	77719.1
-0.506415	77133.1
-0.514834	76524.1
-0.52326	75911.8
-0.53172	75298.1
-0.540217	74613.6
-0.548781	73736.1
-0.5574	72307.1
-0.566044	70546.5
-0.574696	68985
-0.583316	67534.3
-0.591926	66020.4
-0.600526	64356.7
-0.609097	62405.3
-0.61702	60085.5
-0.623491	56903.6
-0.628658	51590.6
-0.632957	44798.9
-0.636217	38122.6
-0.638768	30869.2
-0.640733	22063.4
-0.642097	13336.9
-0.64307	14807
-0.643996	27420.7
-0.644888	35439.7
-0.645573	35494.8
-0.6458	35161.8
-0.645505	34973.8
-0.644824	34760.4
-0.643596	34579.5
-0.641344	34757.5
-0.637431	35503.7
-0.631333	36308.5
-0.623563	35938.8
-0.615521	35009.4
-0.609081	34811
-0.603741	35243
-0.598235	35721.3
-0.592032	35892.1
-0.58427	36006.7
-0.575371	36095.1
-0.565976	36151.7
-0.55659	36186.8
-0.5472	36203
-0.537833	36204.5
-0.528475	36200.9
-0.519119	36197.8
-0.509768	36198.7
-0.50044	36206.1
-0.491122	36220.7
-0.481812	36241
-0.472514	36264.5
-0.463227	36285.7
-0.453923	36298.3
-0.444648	36298.5
-0.435385	36286.4
-0.426127	36270.6
-0.416876	36264.4
-0.407635	36274.5
-0.398401	36297.4
-0.389157	36322.2
-0.37994	36335.5
-0.370732	36324.8
-0.361527	36307
-0.352337	36255.5
-0.343158	35984.8
-0.333977	34900.7
-0.32481	30553
-0.315662	20927.9
-0.30651	14965.2
-0.297381	15463.8
-0.288271	16090.7
-0.279164	16735.2
-0.270081	17402.4
-0.261013	18097
-0.251957	18818.4
-0.242922	19563
-0.233903	20333.4
-0.224903	21131.3
-0.215922	21957.5
-0.206963	22815.1
-0.198023	23705.5
-0.189109	24628.9
-0.180219	25590.2
-0.171358	26588.3
-0.162526	27645.1
-0.153721	28769.3
-0.144955	29941.5
-0.136225	31195.1
-0.127529	32533
-0.118884	33909.3
-0.110266	35211.6
-0.101692	36355.8
-0.0931589	37443.1
-0.0846546	38525.9
-0.076189	39627
-0.067751	40745.3
-0.0593595	41820.9
-0.0509983	42893.7
-0.0426749	43973.6
-0.0344013	44994.8
-0.0261745	45949.5
-0.0179967	46925.4
